Data Medicao;EVAPORACAO DO PICHE(mm);INSOLACAO TOTAL(h);PRECIPITACAO TOTAL(mm);TEMPERATURA MAXIMA(°C);TEMPERATURA MEDIA COMPENSADA(°C);TEMPERATURA MINIMA(°C);UMIDADE RELATIVA DO AR MEDIA (%);UMIDADE RELATIVA DO AR MINIMA (%);VENTO VELOCIDADE MEDIA (m/s)
12/12/2000;3,8;7,7;0;32;25,64;20;63,75;43;1,4
13/12/2000;4;7,6;0;32,4;26,2;20,8;66,5;51;1,533333
14/12/2000;3,9;2,1;0;30,4;26;21,6;74,25;64;1,2
15/12/2000;3,5;9,7;0;33,2;27,68;22,6;56,25;41;3,3
16/12/2000;8,8;2,6;0;33,4;27,96;23;64,75;49;2,033333
17/12/2000;5;0;7,7;28;21,68;19,8;93,75;74;1,866667
18/12/2000;0,7;0;24,3;23,4;20,32;17,6;87,5;70;1,3
19/12/2000;0,8;0,8;3,2;25,4;22;18,6;85,25;67;1,266667
20/12/2000;1,2;0,9;14,8;28,2;23,08;19;85;70;2,3
21/12/2000;2,5;8,8;0,5;30,8;24,08;18;68;40;1,2
22/12/2000;3,7;9,4;0;34,2;24,52;19,8;75,5;45;2,366667
23/12/2000;2,3;8,7;74,2;33,2;24,44;19,8;74,5;36;1,533333
24/12/2000;2,7;9;7,8;35;25,48;20,2;74,75;48;0,966667
25/12/2000;2,2;5,4;30,8;32,2;25,16;21,8;75,75;58;1,066667
26/12/2000;2,8;0,8;0;29,4;24,4;21;75,25;61;1,866667
27/12/2000;2,2;3,2;1,9;32,2;25,12;21,6;78,75;51;0
28/12/2000;1,8;4,5;21,9;30,4;25,68;21,6;71,5;50;1,5
29/12/2000;2,5;4,4;11;30;25,52;21,8;83,25;73;1,433333
30/12/2000;1,7;2,5;1,5;30,8;24,88;22,6;85;61;0
31/12/2000;1;2,3;16,8;29,4;24,76;21,4;88;75;1
01/01/2001;1,8;2,2;21;28,4;23,48;21;84,75;70;1,433333
02/01/2001;1,5;4,4;3,7;28;23,24;19,8;70;50;2,3
03/01/2001;2,6;1;3;26;22,44;19,4;84,25;70;0,433333
04/01/2001;1,8;7,1;1,5;30,4;23,68;20;77;50;0,533333
05/01/2001;2,1;7,1;11;29,8;22,84;17,6;79;58;1,1
06/01/2001;2,2;7,1;1,7;32,6;24,8;18,6;68,75;45;0,433333
07/01/2001;2,9;6,8;0;31,6;25,64;19;62,25;41;1,1
08/01/2001;4;6,5;0;33,2;24,88;20,6;74,75;46;0,533333
09/01/2001;3;10;1,2;32,4;24,24;18,2;70,75;41;2,666667
10/01/2001;4,5;5,8;0;32,2;23,36;18,4;79,25;41;2,2
11/01/2001;2,9;5,4;0,9;31,8;25,96;18,4;58,5;43;0
12/01/2001;3,8;7,7;0;32,4;24,36;19,6;70,5;45;0,866667
13/01/2001;3,6;10,5;1,5;31,8;26,04;20,2;58,75;39;2,666667
14/01/2001;4,6;9,4;0;31,2;24,96;20,2;70,75;43;2,4
15/01/2001;3,8;8,8;2,2;31,2;25,16;19;58,5;43;1,733333
16/01/2001;4,9;12;0;32,2;25,96;19,6;55,75;40;2,3
17/01/2001;5,3;12,3;0;32,8;25,76;19;48,75;31;0,966667
18/01/2001;5,7;11,9;0;32,6;26,44;19,4;55,5;42;1,766667
19/01/2001;5,8;11;0;33,2;26,8;20;56;39;1,4
20/01/2001;5;6,9;0;32,8;24,68;21;76;46;2,3
21/01/2001;2,7;4,2;4,7;28,6;23,48;20,6;78;57;0,866667
22/01/2001;2,1;4;1,2;28,4;23,56;20,2;84,75;79;1,266667
23/01/2001;2;4,1;0,5;31,8;24,24;20,2;91,25;86;1,766667
24/01/2001;0,7;2,4;38,8;29;23,92;21;84,25;76;1,333333
25/01/2001;2,4;1,8;0,2;29,8;24,12;21;77;61;0,533333
26/01/2001;1,9;3,1;1,2;32;26;20,2;73;51;0
27/01/2001;2,2;7,1;0;33,2;25,32;20,2;85,25;70;1,966667
28/01/2001;2,4;3,9;4,5;31;25,04;20,6;68,75;59;1,433333
29/01/2001;2,4;9,9;0;32;24,2;20,8;78,25;47;1,533333
30/01/2001;3,6;4,9;17,8;29,4;23,6;20,6;79,5;56;2,533333
31/01/2001;2,2;4,7;15,9;30,6;23,68;21;82,25;51;0
01/02/2001;2,2;6,2;11,2;31,2;23,64;19,8;85;55;0,433333
02/02/2001;1,7;8,6;6,2;32,8;24,08;20;79,5;46;0,433333
03/02/2001;3;8,1;0,6;32,6;24,64;20,6;77,5;46;1,033333
04/02/2001;2,8;4,2;1,5;31,2;24,28;20,2;84,25;54;0,866667
05/02/2001;2;4,7;0,8;33;24,6;22;85,25;58;0
06/02/2001;1,6;5,1;26,5;32,6;25,64;21,8;72,75;44;0,766667
07/02/2001;2,6;7,8;3,9;31,6;25,52;21,8;78,5;55;0,533333
08/02/2001;1,7;1,4;26,2;29,4;24,8;22,2;83,25;57;0,766667
09/02/2001;2;0,5;9,7;29,2;25;22;70,75;66;0,5
10/02/2001;1,6;4,8;1,8;30,4;23,88;20,8;81,75;66;1,433333
11/02/2001;1,9;2;27,4;30;24,88;20;69,25;53;1,066667
12/02/2001;2,1;2;0;30;24;22;80;61;3,1
13/02/2001;2,6;6,3;4,9;30;24,28;20,4;73,5;44;0,666667
14/02/2001;2,5;10,4;0;32;26,2;19,8;64,25;43;0,533333
15/02/2001;3,1;9,5;0;32,6;25,56;20,4;63,75;39;0,666667
16/02/2001;3,6;10,1;0,8;32,2;24,8;20,4;75,75;41;0,533333
17/02/2001;3;7,1;18,3;31,8;23,2;19,8;81,25;43;0
18/02/2001;1,2;6,6;47,8;32;24,24;19,2;83,25;55;0,533333
19/02/2001;1,8;10,3;1,7;32;26;20;69,5;46;0,966667
20/02/2001;3,4;8,9;0;32;25,44;19,6;67,5;49;1,633333
21/02/2001;3,4;10,4;0;31,6;25,48;20;66;46;1
22/02/2001;3,7;5;0;30,4;25,2;20,2;67,75;50;0,533333
23/02/2001;2,9;7,5;0;32;25,64;20,4;67;43;0,866667
24/02/2001;3;10,1;0;31,8;26,24;20,6;64;44;0,966667
25/02/2001;4,2;10,8;0;32;26,24;21,2;58,75;43;1,6
26/02/2001;4,6;11,5;0;32;26,8;21;58,5;43;1,966667
27/02/2001;5,1;6,5;0;30;25,36;21,2;62,25;44;2,633333
28/02/2001;4,5;7,7;0;30,6;25;22;67,25;41;1,633333
01/03/2001;3,8;10,3;0;30;25,04;20,4;63;44;2,066667
02/03/2001;5,1;5,9;0;31;24,96;20,4;59;31;1,4
03/03/2001;4,4;8,9;0;31,6;23,84;18;69;44;1,3
04/03/2001;3,6;8,7;0;32;24,12;17,6;62,25;40;1,066667
05/03/2001;4,2;8,4;0;31,8;23,68;19;68,5;40;1,766667
06/03/2001;3,9;9,7;3;32,4;24,92;19;69,5;39;0,433333
07/03/2001;3,5;6,7;0;33,4;26,44;19,6;63,5;42;2,166667
08/03/2001;3,5;1;0,8;31,4;24,72;21,6;80,5;49;1,2
09/03/2001;2,9;1,2;2;30,2;24,16;20;86;56;0,533333
10/03/2001;0,9;2,5;3,4;30,2;23,52;20;84,25;53;1,533333
11/03/2001;2,3;5,9;11,7;30,4;24,32;20,2;81,5;53;0,866667
12/03/2001;1,8;2,4;16,8;28;23,76;20,2;83;59;0,533333
13/03/2001;2,1;10;0,2;32;25,88;19,8;65;42;2,4
14/03/2001;4,7;6,7;0;32;25,28;20;76,25;46;0
15/03/2001;2,5;11;2,9;31,8;25,64;19,8;64,5;45;0,866667
16/03/2001;3,8;10,3;0;32,4;25,8;19;64,5;46;0,533333
17/03/2001;3,1;9,4;0;33,4;25,84;20;71,75;38;1,2
18/03/2001;3,6;5,5;30;30,2;22,96;20;84,5;53;0,433333
19/03/2001;1,3;4,3;24,3;30,8;22,56;19;76,5;46;0
20/03/2001;2;4,7;0;28,6;22,4;18,2;85,75;76;0,533333
21/03/2001;1,2;7,8;4,4;30,4;23,2;18;75;54;1,2
22/03/2001;2;7,3;0;31,6;24,96;20;67,25;51;0,533333
23/03/2001;3;9,1;0;32;25,48;20;66,75;40;0,666667
24/03/2001;3,2;9,7;0;33;25,16;19,6;67,25;36;0,866667
25/03/2001;3,3;10,2;0;32,8;25,36;19;61,5;31;1,9
26/03/2001;4,3;8,7;0;32,2;24,24;18,8;67,25;44;0,966667
27/03/2001;3,6;4,6;0;29,2;23,68;20;79,25;60;1,3
28/03/2001;1,6;3,5;23,8;28,2;22,76;20;83,5;72;2,1
29/03/2001;1,3;1,9;25,1;27,4;22,28;19,6;85,75;65;0
30/03/2001;1,2;0;25,9;24,2;21,4;19;88,75;74;0,533333
31/03/2001;0,8;6,7;5;27;22,6;19;80,5;59;1,3
01/04/2001;1,6;4,9;0;30;22,68;20;84;54;0,866667
02/04/2001;1,5;7,7;7,3;30;22;18;80,75;54;2,1
03/04/2001;2,1;4,8;14,6;28;23;19;84,5;85;1,866667
04/04/2001;1,4;6,7;22,1;27,4;23,08;19,2;77;52;2,366667
05/04/2001;2;5,9;1,1;28,6;23,76;20,2;77,75;53;1,066667
06/04/2001;2,3;6,7;0,1;30,4;24,52;21;76;50;0,533333
07/04/2001;1,9;8,2;10,2;29,8;24,36;20,6;73,25;47;1,133333
08/04/2001;2,1;7,1;0;30;23,44;19,2;76,5;46;1,866667
09/04/2001;1,4;4,5;0,3;27,4;23,6;19,8;75,75;56;0,433333
10/04/2001;1,9;3,5;0;29,4;24,2;19,6;76;58;0
11/04/2001;1,3;8,6;0;32;25,44;21;74,5;51;2,2
12/04/2001;3;1,7;1,2;25,4;21,92;20,2;74,75;68;1,7
13/04/2001;1,6;6,6;0;26;20,52;16,6;67,5;38;0,966667
14/04/2001;2,8;9,2;0;26,6;21,08;16,4;73;44;1,8
15/04/2001;2,6;8;0;27,2;22,64;18,6;64;43;2,3
16/04/2001;3;6,3;0;27,4;21,2;17;75,25;46;0,866667
17/04/2001;2,4;10,2;1;26,2;21,56;16,6;68,75;44;1,166667
18/04/2001;3,1;10;0;26,4;21,32;17;70;42;1,466667
19/04/2001;3,7;9,7;0;28;22,4;18;68,75;44;0,433333
20/04/2001;1,7;8,5;0;30,2;22,6;17;70,5;37;0,533333
21/04/2001;2,1;9,6;0;30,2;23,04;16,4;61;34;0
22/04/2001;3,1;6,8;0;31,2;23,24;17,2;71,75;45;0,766667
23/04/2001;2,5;7,8;0,4;32;24,68;20;74;47;0,833333
24/04/2001;2,2;10,2;0;31,2;23,56;18;66;35;0,433333
25/04/2001;3,2;8,8;0;30,2;23,8;19;72,75;39;1,666667
26/04/2001;3,4;5,4;0;28,6;22,72;19,4;78;46;0,966667
27/04/2001;1,6;8,7;0,2;30;22,2;17;69,25;36;0
28/04/2001;2,7;10;0;30,2;22,24;15,2;68;36;0,533333
29/04/2001;2,7;9,3;0;30;22,2;17;58,5;37;0,433333
30/04/2001;3,1;9;0;28,6;22,24;16;68;42;1,2
01/05/2001;4;9,6;0;29;23,4;18,8;66;41;1,2
02/05/2001;3,1;9,3;0;31;23,56;17,4;67,25;41;0
03/05/2001;2,5;10,1;0;31;23,96;17,8;62,75;35;0
04/05/2001;3;7,9;0;31,4;24,44;18;65,25;36;0,5
05/05/2001;2,2;1,2;0;24,8;19,88;18;76,75;72;1,2
06/05/2001;3,1;9,3;0,3;24,2;18,36;11;50,75;37;4,3
07/05/2001;5,9;9,5;0;25,6;19,44;12,8;61,75;38;5,933333
08/05/2001;3,5;9,4;0;26;18,2;11,8;71,5;31;0,766667
09/05/2001;2,8;5,3;0;25,4;19,6;15;69,75;47;0
10/05/2001;1,7;9,6;0;30,2;20,92;13,4;67,75;29;0
11/05/2001;3,7;1;0;30,8;21,64;15;80,5;43;0,866667
12/05/2001;2,9;0;6,6;24;20,76;19,2;91,5;78;1,2
13/05/2001;0,7;2,3;8,6;24,8;20,2;17;85,25;65;3,2
14/05/2001;2,1;0;0,7;21,2;18,2;16,4;85,25;81;0,666667
15/05/2001;0,8;0;0,4;20,4;17,88;15;76,75;58;0,866667
16/05/2001;2;0,3;0,1;20,2;17,8;16,2;95,75;83;0,533333
17/05/2001;0,2;5,2;10,6;27,4;21,84;16;61,25;46;0,866667
18/05/2001;2,4;10,3;0;25,8;18,48;11;40;18;4,3
19/05/2001;6;9,8;0;26;18,92;12;62,75;39;3,2
20/05/2001;3,4;4,8;0,1;24,4;18,52;15,2;72,5;41;1,333333
21/05/2001;2,1;8,1;0,4;26,8;19,16;14,2;70,5;38;1,2
22/05/2001;3,4;7,8;0;26,6;18,92;12;67,75;36;0
23/05/2001;2,1;0,8;0;24;19,4;14,6;75,25;53;1,533333
24/05/2001;1,9;0,2;0;22,8;19,88;17,6;80,75;68;0,666667
25/05/2001;1,3;2,9;0,1;24,2;19,84;17,6;85,75;57;0,433333
26/05/2001;0,9;2,9;5,6;25,2;20,88;18;79,5;58;1,3
27/05/2001;2,1;0,1;0;24,4;21,08;18;65,5;63;0,766667
28/05/2001;0,9;6,5;1,6;27;20,84;18;73;42;1,3
29/05/2001;2,1;6,7;0;30;20,96;15,4;66,75;37;0,666667
30/05/2001;2;8,3;0;29;20,72;14,8;65,5;32;1,633333
31/05/2001;2,4;5,4;0;26,6;20,52;16;73,5;48;0,433333
01/06/2001;1,6;7,8;0;27,4;21,24;17,6;68;37;0
02/06/2001;1,8;8,4;0;28,4;20,28;14,6;70,25;43;0,433333
03/06/2001;2,1;7;0,1;27,4;20,48;15;61,25;37;1
04/06/2001;3,3;6,7;0;27,2;20,56;15,4;67;43;0
05/06/2001;1,8;6,9;0;26,6;19,76;16;67,5;44;0,666667
06/06/2001;1,6;7,6;0,2;28,2;19,2;13,6;60,5;30;0
07/06/2001;2,4;8,7;0;27;18,84;12;65,75;29;1,333333
08/06/2001;2,4;5,6;0;26,4;20,48;16;63,25;36;1,8
09/06/2001;2,5;5,1;0;26,4;19,52;17;74,75;47;1,166667
10/06/2001;1,3;8;0;26,8;18,96;12,6;75;35;0,766667
11/06/2001;2,7;7,3;0;24,8;19,12;15;77,75;44;2,033333
12/06/2001;2,5;8,3;0;26;20,16;16;69;41;1,3
13/06/2001;3,5;7,6;0;26,8;18,76;13,8;75,5;36;0
14/06/2001;2,6;6,7;0;26;18,12;12,8;68,25;36;0
15/06/2001;2,3;7,7;0;26,8;19,36;13;69,75;45;0
16/06/2001;1,9;7,1;0;27,8;20,04;13,8;62,25;39;0,866667
17/06/2001;2,1;9,6;0;30;20,72;12,6;63,25;29;0
18/06/2001;2,7;1,8;0;25,2;18,96;15,8;85,75;61;1,2
19/06/2001;1,2;5,1;1,9;26;20,8;16,4;75;55;0
20/06/2001;1,7;3,7;0;27,8;21,8;16;62,25;51;1
21/06/2001;4,8;5,6;0;23,6;16;13;61,5;44;2,966667
22/06/2001;3,3;3,4;0;21;16;10;76,5;53;1,3
23/06/2001;2,2;4,7;0;24,6;18,96;13,4;79,5;53;1,433333
24/06/2001;1,9;1;0;25,4;20,08;15;81,25;57;2,1
25/06/2001;2,1;3,8;0;24,4;20,2;18;81,75;60;1,466667
26/06/2001;1,3;5,6;0;26,2;18,88;12,8;67,75;47;0,433333
27/06/2001;2,9;9,9;0,6;23,2;17,44;13;48,75;35;3,7
28/06/2001;4,3;2,9;0;23;15,56;9;70,25;47;2,433333
29/06/2001;2,7;6,2;0;23,4;17;11;70,75;41;1
30/06/2001;2,3;9;0;24;17,12;11,4;70;44;0,433333
01/07/2001;null;7,9;0;24,2;17,32;13,8;71,25;41;null
02/07/2001;null;9;0;26,4;16,4;10;73,75;35;null
03/07/2001;null;9,1;0;27,8;17,36;9;60;30;null
04/07/2001;null;9,4;0;26,4;null;8;null;57;null
05/07/2001;null;9,2;0;29,2;18,16;9;56,75;23;null
06/07/2001;null;8,1;0;25,4;18,28;10;65,5;38;null
07/07/2001;null;8,4;0;26,2;19,32;14;67,5;38;null
08/07/2001;null;9,4;0;27,4;19,4;12;54,5;30;null
09/07/2001;null;5,9;0;26,2;18,32;12;64,5;39;null
10/07/2001;null;9;0;27,2;19;11,8;64,5;33;null
11/07/2001;null;9,3;0;29;18,92;10,4;56,75;26;null
12/07/2001;null;0,7;0;22,4;17,24;13,4;81,75;53;null
13/07/2001;null;0;3,3;18,8;15,84;13,8;75,5;67;null
14/07/2001;null;9,8;0;22;16,28;11;62,5;38;null
15/07/2001;null;7,6;0;25,8;16,44;8,8;71;39;null
16/07/2001;null;9,5;0;28;18,2;10,2;62;32;null
17/07/2001;null;9,7;0;28,2;17,48;10;56,75;26;null
18/07/2001;null;9,5;0;29,2;18,76;9,4;55;28;null
19/07/2001;null;5,9;0;28,2;19,04;11;62,75;35;null
20/07/2001;null;8,1;0;31;20,48;11,2;55,75;25;null
21/07/2001;null;8,7;0;33,2;22,56;13,2;66;24;null
22/07/2001;null;0,2;0,5;24,6;20,44;18,6;78,75;68;null
23/07/2001;null;0;0,4;null;17,16;16;87;74;null
24/07/2001;null;2,4;0;24;null;15;null;90;null
25/07/2001;null;4,5;2,6;27;20,68;17;85,25;60;null
26/07/2001;null;7,8;0;30;22,84;18;69,5;42;null
27/07/2001;null;9,1;0;31,4;22,56;16;65,5;30;null
28/07/2001;null;0;2,7;null;16,08;13,8;90;76;null
29/07/2001;null;5;3,2;20,8;16,12;9;66,5;47;null
30/07/2001;null;9,7;0;26;18,88;12;67,25;45;null
31/07/2001;null;9,2;0;25;18,64;12;65,25;42;null
01/08/2001;null;8,9;0;26,8;17,4;11;56,75;25;null
02/08/2001;null;9,9;0;27;17,8;9;53,25;21;null
03/08/2001;null;9,4;0;26,8;19,2;12;66,75;33;null
04/08/2001;null;9,8;0;26,6;20,36;16,6;62,25;29;null
05/08/2001;null;6;0;25,2;18,76;14,2;70,5;34;null
06/08/2001;null;8;0;25;18,84;15;62,25;33;null
07/08/2001;null;8,2;0;26,4;18,8;14;55;28;null
08/08/2001;null;7,5;0;25;16,88;10;67;34;null
09/08/2001;null;7;0;26,8;18,28;12,8;64,25;33;null
10/08/2001;null;5,4;0;25;17,56;11,2;65,75;26;null
11/08/2001;null;6;0;25;18,04;11,8;67,75;33;null
12/08/2001;null;7,6;0;25,2;18,04;12;67,5;31;null
13/08/2001;null;7,6;0;25;19,32;15;62,75;32;null
14/08/2001;null;9,8;0;26,2;19,36;12,6;57;24;null
15/08/2001;null;9,3;0;25,8;18,4;12;63;30;null
16/08/2001;null;10,3;0;26,8;20,36;14,8;53,25;23;null
17/08/2001;null;8,6;0;28;19,72;12,4;48;24;null
18/08/2001;null;10,3;0;28,6;21,92;14,8;49,25;30;null
19/08/2001;null;9,8;0;30;21,12;12,8;48,5;30;null
20/08/2001;null;9,1;0;26,4;19,84;14;47,5;30;3,626
21/08/2001;null;4,1;0;25,2;19,32;14,8;67,75;38;3,108
22/08/2001;null;4,3;0;28;21,64;17;67,75;45;null
23/08/2001;null;0,5;0;27;21,68;17,4;57;45;null
24/08/2001;null;3,7;1,7;29,2;22,64;17;61,25;40;null
25/08/2001;null;9,2;0;32,2;23,72;16,4;54,25;28;null
26/08/2001;null;7,2;0;28,2;22;15;53,5;28;0
27/08/2001;null;2,8;0,3;29,4;21,48;18;78;46;null
28/08/2001;null;4;7;23,8;19,56;17;69,25;37;1,554
29/08/2001;null;3,2;33,5;28,4;null;18;null;76;null
30/08/2001;null;0,1;19,3;25,6;21,52;18;77;54;null
31/08/2001;null;7,5;0;29;21,88;15;61,5;30;null
01/09/2001;null;9,5;0;27,4;21,24;16;54,25;30;1,554
02/09/2001;null;10,1;0;26,4;20,72;15,4;63,75;23;2,072
03/09/2001;null;10,3;0;29,4;21,52;14;47,25;25;null
04/09/2001;null;10,1;0;32;23,08;14,2;42;20;null
05/09/2001;null;9,2;0;28;20,84;15,2;60;35;null
06/09/2001;null;1,3;0;24,2;19,68;16,2;72,5;48;null
07/09/2001;null;0,9;2,6;22,4;19,4;16,2;57,25;50;null
08/09/2001;null;10,1;0,5;29;21,04;12,4;50,75;32;null
09/09/2001;null;9,5;0;31,2;22,68;16;54;26;null
10/09/2001;null;8,5;0;30,2;21,72;15,4;60,5;28;null
11/09/2001;null;0;0;22,2;19,04;17;81;68;null
12/09/2001;null;0,1;0,8;22,4;18,52;15,4;54,75;34;null
13/09/2001;null;4,2;0;26,6;20,88;15,8;56,25;41;null
14/09/2001;null;0;0;null;19,32;16;85,25;56;null
15/09/2001;null;0,4;9,6;24;20,76;17;80,5;69;0
16/09/2001;null;0,9;6,7;24;19,52;17,6;65,5;58;1,554
17/09/2001;null;8,3;0;21,2;15,64;12,6;49,25;30;2,935333
18/09/2001;null;5,2;0;22;15,92;10,2;60,25;35;1,554
19/09/2001;null;10,5;0;24,2;18;12,6;55,5;28;2,244667
20/09/2001;null;8,6;0;26,4;19,12;11;54;26;2,59
21/09/2001;null;5,8;0;25,2;20,36;17;59,25;35;2,072
22/09/2001;null;1,3;0;23;19,64;15,4;58;43;3,367
23/09/2001;null;0,5;0,2;22,4;19,08;14,6;76;60;0
24/09/2001;null;6,5;0,5;27;21,08;15;62,25;43;0
25/09/2001;null;8,7;0;31,6;23,56;16;53,25;38;1,036
26/09/2001;null;2,5;0,5;28,2;23,36;19;69,25;50;1,554
27/09/2001;null;0;0;23;21,2;19;87,75;68;2,59
28/09/2001;null;0;1,7;23,8;19,6;17;84,5;68;2,849
29/09/2001;null;0,1;1;22,8;19,92;16;84;75;0
30/09/2001;null;2,4;0,4;31;22,44;15;73,75;56;2,244667
01/10/2001;null;0;0;27,4;20,84;15,2;72,75;46;0,777
02/10/2001;null;1,4;27,4;26,4;21,04;18;80,75;60;3,367
03/10/2001;null;9;1,5;32,6;24,36;18;49;27;2,244667
04/10/2001;null;10,5;0;33;22,2;13;53,25;27;2,072
05/10/2001;null;9,8;0;30,2;21,28;13,6;55,25;34;1,036
06/10/2001;null;5,8;0;28;20,48;14;60;37;1,036
07/10/2001;null;0;0;21,2;18,84;17;83;64;3,108
08/10/2001;null;0;0,4;17,6;null;16;92,25;87;2,59
09/10/2001;null;0;6,8;19,2;17,6;15;85,25;79;0,518
10/10/2001;null;6,5;0;28;22,08;16;66,75;52;1,381333
11/10/2001;null;5,5;0;31;23,72;18;66,5;45;2,244667
12/10/2001;null;7,6;0;30;22,8;17,4;67,5;39;1,726667
13/10/2001;null;6,3;0;29;22,68;18,6;66;37;1,381333
14/10/2001;null;6,4;0;29;22,16;16;62,5;39;0
15/10/2001;null;9,7;0;31,6;24,24;17,8;63,25;38;2,417333
16/10/2001;null;6,4;0;31;23,32;19;64;36;2,417333
17/10/2001;null;3,3;0;28,6;21,6;17,2;75,25;44;1,036
18/10/2001;null;6,4;7,6;28;22,36;17;73;56;1,554
19/10/2001;null;1,1;0;28,8;21,76;18;93;79;1,899333
20/10/2001;null;0,5;77,6;24,4;20,96;17;87,25;75;1,381333
21/10/2001;null;7,5;8,5;31;24,04;19;72,5;44;1,726667
22/10/2001;null;2,8;4,5;27,4;22,4;19;82,5;63;2,072
23/10/2001;null;6,5;5,9;28,8;22,44;18;75;53;1,726667
24/10/2001;null;1,3;0;25;21,64;18,6;76,5;66;2,59
25/10/2001;null;9,3;0;28;21,84;18;69,75;41;2,072
26/10/2001;null;10,4;0;27;20,92;17,2;60,75;38;2,417333
27/10/2001;null;9,9;0;27,8;21,28;16;67,25;58;1,899333
28/10/2001;null;11,8;0;29,6;22,16;14;50,5;36;1,381333
29/10/2001;null;11,4;0;32;24,44;16;47,5;31;2,244667
30/10/2001;null;11,6;0;33;25,72;18,6;49,75;34;2,244667
31/10/2001;null;5,8;0;31;24;18;64,75;46;0
01/11/2001;null;8,6;0,4;31;23,44;19;68,75;48;1,726667
02/11/2001;null;4,5;0,4;27;21,76;18;71;50;2,072
03/11/2001;null;0;0,9;21,4;18,92;17;92,75;83;1,208667
04/11/2001;null;0;16,7;19,6;18,64;17;95,75;95;0
05/11/2001;null;0,5;40,4;23;20,2;17;82,75;71;1,036
06/11/2001;null;5,5;0;29,6;22,88;18;75,25;54;1,899333
07/11/2001;null;9,1;0;32;26,08;19,4;61;44;1,726667
08/11/2001;null;8,7;0;34;25,24;20,4;67,5;34;0
09/11/2001;null;4,9;0,5;29;23,12;19;65,75;49;3,108
10/11/2001;null;7,5;0;31,2;24,32;18,2;74,25;48;1,554
11/11/2001;null;3,5;3,5;25,6;21,68;19;79,25;47;0,518
12/11/2001;null;0;5,9;25,6;21,88;20;87;78;2,935333
13/11/2001;null;1,9;9,7;25;20,6;19;90,75;86;1,726667
14/11/2001;null;0,5;15,9;25,4;21,72;16;89,5;76;0
15/11/2001;null;3,2;3,3;30,6;23,8;19;76,75;52;1,208667
16/11/2001;null;6,3;1;30,8;23,92;20;81,75;50;1,899333
17/11/2001;null;3,7;11,5;28,2;22,48;20,6;85;63;2,244667
18/11/2001;null;0;26;24,8;21,48;18;86;74;1,899333
19/11/2001;null;3;0,5;28,6;22,72;19,6;84,75;61;0,518
20/11/2001;null;1,2;1,2;28,2;23,6;20;77,75;56;0,518
21/11/2001;null;10,4;0;30;25,16;20;61,25;46;1,726667
22/11/2001;null;9;0;32;25,84;19,6;62;48;0,518
23/11/2001;null;5,5;19,2;30,8;24,32;19,4;75;50;1,036
24/11/2001;null;10,7;0;34,4;27,64;19,8;58;37;1,726667
25/11/2001;null;11,9;0;33,2;25,44;19,4;64;29;2,417333
26/11/2001;null;10;0;32,6;24,88;18,6;66,5;34;1,554
27/11/2001;null;8,4;0;33;26,12;19,8;59,25;36;1,554
28/11/2001;null;2,7;0;30,4;25,12;22;80,75;65;1,726667
29/11/2001;null;5,9;11;23;22,68;18,6;74,5;58;2,244667
30/11/2001;null;0;0;30,2;24,68;21;87,5;78;1,036
01/12/2001;null;6,5;3,2;31;23,64;20;78,5;50;1,208667
02/12/2001;null;11,9;0,5;28,6;21,96;17;57;34;0,777
03/12/2001;null;10,7;0;29,6;23,28;18;61,25;38;3,971333
04/12/2001;null;10,9;0;30,8;24,48;17,6;53,25;32;2,244667
05/12/2001;null;10,4;0;32;25,28;17,4;57,75;41;1,381333
06/12/2001;null;2,4;0;33,2;25,68;22;80,25;63;1,381333
07/12/2001;null;0,2;1,3;28,4;23,56;20,4;85,75;65;0,690667
08/12/2001;null;2,4;9,3;30,4;24,72;20,2;73,5;52;1,036
09/12/2001;null;5,7;1,2;33;25,12;20,4;63,25;34;0,863333
10/12/2001;null;2,9;0;30,6;24,08;19,8;89,5;73;0,690667
11/12/2001;null;7,3;15,7;32;24,68;20;75,5;47;1,381333
12/12/2001;null;6,8;0,2;34;25,2;19,6;75;42;1,036
13/12/2001;null;4,5;8,2;31,6;24,8;21;81,25;65;0,863333
14/12/2001;null;0;22;25,2;23,12;19,8;94,75;89;0
15/12/2001;null;0,2;4,9;22,1;22,5;22;91,5;75;1,036
16/12/2001;null;0,2;75;28;23,48;20;91,5;80;1,381333
17/12/2001;null;7,5;6,2;34,2;26,88;21;74,5;51;0,863333
18/12/2001;null;11;0;35,4;28,4;23,8;61,25;42;1,208667
19/12/2001;null;9,1;0;34,4;27,56;23,4;75,25;48;1,554
20/12/2001;null;4,1;14,4;32;26,56;23;85,75;69;0
21/12/2001;null;6,5;0;33;26,2;22;80,5;50;1,036
22/12/2001;null;0,9;18,3;30;25,72;21,8;87,25;67;null
23/12/2001;null;1,5;1,1;30,2;24,6;21,8;81,5;69;null
24/12/2001;null;0;5,1;24;22,48;20,6;85,25;80;1,554
25/12/2001;null;0,1;2,3;24,8;20,96;18;82,75;63;1,208667
26/12/2001;null;1;0;27;21,8;18,2;80,5;61;1,726667
27/12/2001;null;5,3;0;29,2;22,92;20;81,5;59;1,208667
28/12/2001;null;0,6;38;27,2;22,72;19;91,5;77;0,690667
29/12/2001;null;0,3;3,2;26,4;22,6;19,6;93;87;1,899333
30/12/2001;null;2,3;26,5;28,2;22,96;19,8;89,5;68;0,518
